"Lake Partner Program Calcium (Ca) Concentration Data, 2008-2016",,,,,,,,
,,,,,Latitude,Longitude,,Ca
Lake Name,Township,STN,Site ID,Site Description,(DMS),(DMS),Date,(mg/L)
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,14-May-15,17.2
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,06-Jun-15,20.1
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,30-Jun-15,19.4
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,07-May-16,17.0
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,03-Jun-16,17.5
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,03-Jul-16,17.7
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,29-Oct-08,15.7
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,08-Jun-09,17.5
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,23-May-10,19.9
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,27-Jun-10,22.5
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,11-Jul-11,15.1
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,28-Aug-11,14.0
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,19-Sep-11,14.3
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,23-Oct-11,13.1
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,17-Jun-12,20.2
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,09-Jul-12,18.4
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,13-Aug-12,14.7
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,12-Aug-13,13.4
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,12-Jul-15,18.7
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,26-Jun-16,15.1
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,26-Jun-16,15.1
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,12-May-12,4.9
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,30-May-13,3.9
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,19-Jun-14,5.5
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,24-May-16,4.5
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,25-May-08,4.7
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,18-May-09,4.3
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,24-Apr-10,5.9
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,21-May-12,5.3
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,16-Jun-13,4.2
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,18-May-14,5.0
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,12-Jul-15,5.6
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,22-May-16,4.8
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,26-May-13,28.7
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,16-Jul-13,20.6
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,01-Jun-14,20.2
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,28-May-15,19.0
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,04-Jul-15,18.9
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,26-May-13,31.2
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,16-Jul-13,21.9
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,28-May-15,22.2
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,04-Jul-15,21.9
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,26-May-13,26.3
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,16-Jul-13,25.0
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,31-May-14,24.6
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,28-May-15,23.9
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,04-Jul-15,22.4
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,26-May-13,30.7
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,16-Jul-13,21.1
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,31-May-14,26.8
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,28-May-15,29.0
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,04-Jul-15,27.2
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,26-May-13,24.5
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,16-Jul-13,31.0
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,31-May-14,29.8
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,22-Jul-14,30.5
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,28-May-15,30.8
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,04-Jul-15,31.2
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,26-May-13,22.4
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,16-Jul-13,30.6
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,31-May-14,30.6
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,22-Jul-14,31.4
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,28-May-15,31.2
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,04-Jul-15,30.5
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,12-May-08,1.8
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,24-May-09,1.3
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,17-May-10,1.3
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,26-May-12,1.5
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,22-May-13,1.2
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,02-Jun-14,1.6
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,29-May-15,1.5
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,27-May-16,1.6
BARTLETT LAKE (RAINY),RYERSON,4527,1,"Mid Lake, Deep Spot",453159,792938,21-May-16,2.4
BASS LAKE,MCTAVISH,242,1,"Mid Lake, deep spot",483917,884414,19-May-08,13.8
BASS LAKE,MCTAVISH,242,1,"Mid Lake, deep spot",483917,884414,03-Jun-09,12.7
BASS LAKE,MCTAVISH,242,1,"Mid Lake, deep spot",483917,884414,15-May-10,13.0
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,25-May-08,32.6
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,18-Sep-08,37.9
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,18-May-09,40.7
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,23-May-10,36.8
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,25-Jun-10,34.9
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,31-May-11,37.0
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,20-Jul-11,33.4
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,27-Aug-11,31.7
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,19-Sep-11,32.7
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,06-Oct-11,33.7
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,11-Jun-12,39.0
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,09-Jul-12,33.5
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,14-Aug-12,31.0
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,09-Jun-13,37.3
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,21-Jun-13,37.7
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,18-Jul-13,31.7
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,15-Jun-14,37.7
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,12-Jul-14,37.6
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,08-Jul-15,35.3
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,23-May-16,35.0
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,15-Jun-16,28.3
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,15-Jul-16,33.0
BASS LAKE,LEEDS-THOUSAND IS,6936,1,"Mid Lake, deep spot",443420,760420,31-May-10,28.0
BASS LAKE,LEEDS-THOUSAND IS,6936,1,"Mid Lake, deep spot",443420,760420,12-Jul-12,28.7
BASS LAKE,LEEDS-THOUSAND IS,6936,1,"Mid Lake, deep spot",443420,760420,27-Aug-15,15.0
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,20-May-08,3.5
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,05-May-10,3.0
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,09-May-11,2.9
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,16-May-12,3.2
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,13-May-13,3.0
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,12-May-14,3.5
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,12-May-15,3.5
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,19-May-16,2.7
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,16-May-10,3.0
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,19-Jun-10,3.2
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,06-Jul-11,3.2
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,02-Aug-11,2.7
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,12-Aug-11,2.7
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,10-Sep-11,2.9
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,13-May-12,3.0
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,21-May-16,3.5
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,12-May-08,22.1
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,23-May-09,20.4
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,21-May-10,20.9
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,29-May-11,20.4
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,06-May-13,20.7
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,24-May-14,21.4
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,14-May-15,20.5
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,20-May-16,19.2
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,19-May-13,1.2
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,18-May-14,1.6
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,17-May-15,1.6
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,21-May-16,1.6
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,02-Jun-09,1.9
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,24-May-10,2.0
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,28-May-12,2.1
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,28-May-13,2.0
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,20-May-14,2.3
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,19-May-15,2.1
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,23-May-16,2.2
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,02-Jun-09,1.9
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,24-May-10,2.0
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,28-May-12,2.2
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,07-Jun-14,2.5
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,19-May-15,2.1
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,23-May-16,2.2
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,02-Jun-09,1.8
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,24-May-10,2.0
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,28-May-12,2.2
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,28-May-13,2.0
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,20-May-14,2.4
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,19-May-15,2.0
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,23-May-16,2.1
BAY OF QUINTE,SOPHIASBURGH,6937,3,"Hay Bay, middle, deep spot",440953,765616,26-May-13,47.1
BAY OF QUINTE,SOPHIASBURGH,6937,3,"Hay Bay, middle, deep spot",440953,765616,23-Jun-13,41.0
BAY OF QUINTE,SOPHIASBURGH,6937,3,"Hay Bay, middle, deep spot",440953,765616,26-Jul-13,33.6
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,29-Oct-08,1.3
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,16-Jun-09,0.8
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,25-May-10,1.1
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,14-Jul-11,1.1
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,03-Jul-12,1.4
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,23-Jun-13,1.3
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,10-Jul-16,1.4
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,06-May-09,2.8
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,26-May-10,4.5
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,29-May-11,3.8
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,29-Jun-11,5.1
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,20-Jul-11,5.7
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,25-Aug-11,5.9
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,26-Sep-11,6.0
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,27-Oct-11,6.6
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,23-May-12,4.9
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,21-Jun-12,5.2
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,27-Jul-12,6.4
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,10-Aug-12,6.3
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,30-May-13,3.1
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,18-Jun-13,3.5
BEAR LAKE (NL),"COSBY, SCOLLARD",274,1,mid lake deep spot,460856,802321,24-Jul-13,4.9
BEAVER LAKE,SHEFFIELD,7039,3,"W Basin, Deep spot",442981,770190,14-Jun-14,15.8
BEAVER LAKE,SHEFFIELD,7039,3,"W Basin, Deep spot",442981,770190,12-Jul-14,17.1
BEAVER LAKE,SHEFFIELD,7039,3,"W Basin, Deep spot",442981,770190,19-Jul-15,17.9
BEAVER LAKE (BETHUNE),BETHUNE,1700,1,"Mid Lake, deep spot",453453,791237,04-Sep-08,18.0
BEAVER LAKE (BETHUNE),BETHUNE,1700,1,"Mid Lake, deep spot",453453,791237,06-Jun-09,2.6
BEAVER LAKE (BETHUNE),BETHUNE,1700,1,"Mid Lake, deep spot",453453,791237,24-May-10,3.2
BEAVER LAKE (BETHUNE),BETHUNE,1700,1,"Mid Lake, deep spot",453453,791237,05-Jun-11,2.7
BEAVER LAKE (BETHUNE),BETHUNE,1700,1,"Mid Lake, deep spot",453453,791237,05-Jun-12,3.4
BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,06-Jun-14,13.4
BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,26-May-15,3.3
BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,02-Jun-16,2.8
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,29-May-10,6.1
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,21-May-12,5.8
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,26-May-13,3.7
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,10-Jun-14,8.8
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,08-Jun-15,7.4
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,24-May-16,9.2
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,17-May-10,6.2
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,17-May-12,6.4
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,16-Jun-13,4.8
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,10-Jun-14,6.3
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,14-May-15,6.4
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,26-Jun-16,6.2
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,18-Sep-08,2.6
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,16-May-10,2.1
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,20-May-12,2.5
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,18-May-13,2.2
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,19-May-14,2.6
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,17-May-15,2.4
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,22-May-16,2.2
BELLS LAKE (SILVER),SPENCE,322,1,"Mid Lake, deep spot",453608,794044,12-May-08,2.1
BELLS LAKE (SILVER),SPENCE,322,1,"Mid Lake, deep spot",453608,794044,08-Jul-09,1.5
BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,20-May-14,2.2
BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,18-May-15,1.8
BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,27-May-16,1.9
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,25-May-08,20.9
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,29-Oct-08,21.5
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,03-Jun-09,22.6
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,23-May-10,23.0
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,21-Jun-10,21.2
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,20-Jul-10,22.8
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,30-May-11,20.6
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,04-Jul-11,23.3
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,24-Jul-11,22.0
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,17-Aug-11,24.7
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,12-Sep-11,21.8
BELMONT LAKE,BELMONT-METHUEN,6939,2,Crowe R. Inlet,443021,774825,11-Oct-11,22.8
BELMONT LAKE,BELMONT-METHUEN,6939,4,S end of Big Is. (deep spot),442912,774923,29-May-16,17.5
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,09-May-14,54.7
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,13-Jun-14,61.4
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,09-Jul-14,60.0
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,05-May-15,59.6
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,04-Jun-15,63.9
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,03-Jul-15,64.9
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,13-May-16,55.4
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,12-Jun-16,52.0
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,15-Jul-16,55.1
BENNETT LAKE,N BURGESS,6940,2,"S/W end, deep spot",445455,762754,27-May-08,25.4
BENNETT LAKE,N BURGESS,6940,2,"S/W end, deep spot",445455,762754,24-May-09,28.6
BENNETT LAKE,N BURGESS,6940,2,"S/W end, deep spot",445455,762754,15-May-10,27.5
BENNETT LAKE,N BURGESS,6940,2,"S/W end, deep spot",445455,762754,24-May-11,25.9
BENNETT LAKE,N BURGESS,6940,2,"S/W end, deep spot",445455,762754,20-May-12,28.1
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,17-Jun-16,23.8
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,17-Jun-16,23.8
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,24-Jul-16,23.0
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,08-May-08,22.4
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,29-Oct-08,20.0
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,19-May-09,23.1
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,24-May-10,22.7
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,23-Jun-10,24.4
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,11-May-11,21.3
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,25-Jun-11,18.3
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,30-Jul-11,19.8
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,18-Aug-11,23.2
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,15-Sep-11,19.3
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,10-Oct-11,21.4
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,21-Apr-12,23.8
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,19-May-12,23.0
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,10-Jun-12,23.1
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,12-Jul-12,22.3
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,27-Aug-12,7.6
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,17-Jun-13,18.3
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,14-Jul-13,18.0
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,18-May-14,18.8
BENSON LAKE,RIDEAU LAKES,7252,2,SW bay,443503,762136,14-Jul-14,23.5
BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,30-May-10,3.5
BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,05-Jun-11,3.1
